Eerste letter ConT: starten het bericht en geven aan welk type het is. Daarna gescheiden met een komma de volgende data
Einde string is /n/t

•	Tijd [s]
•	Positie X [m]
•	Positie Y [m]
•	Angle Roll [rad]
•	Angle Pitch [rad]
•	Angle Yaw [rad]
•	Velocity X [m/s]
•	Velocity Y [m/s]
•	Angular velocity Roll [rad/s]
•	Angular velocity Pitch [rad/s]
•	Angular velocity Yaw [rad/s]
•	Output torque on ball Roll direction [N]
•	Output torque on ball Pitch direction [N]
•	Output torque on ball Yaw direction [N]


ConT:6.06,-0.00,0.00,0.014,0.008,-0.00,0.00,0.00,-0.00,0.01,-0.01,0.71,0.53,-0.01
ConT:6.07,-0.00,0.00,0.014,0.008,-0.00,0.00,0.00,0.00,0.01,0.00,0.72,0.56,-0.01
ConT:6.08,-0.00,0.00,0.014,0.008,-0.00,-0.00,-0.00,-0.00,0.01,0.01,0.71,0.53,-0.00
ConT:6.09,-0.00,0.00,0.014,0.008,-0.00,0.00,0.00,0.00,0.01,0.01,0.72,0.52,-0.00
ConT:6.10,-0.00,0.00,0.014,0.008,-0.00,0.00,0.00,0.00,0.01,0.02,0.74,0.53,0.00
ConT:6.11,-0.00,0.00,0.014,0.008,-0.00,0.00,0.00,-0.00,0.01,0.03,0.71,0.52,0.01
ConT:6.12,-0.00,0.00,0.014,0.009,-0.00,0.00,0.00,0.00,0.01,0.03,0.74,0.57,0.01
ConT:6.13,-0.00,0.00,0.014,0.009,-0.00,0.00,0.00,-0.00,0.01,0.03,0.70,0.59,0.01
ConT:6.14,-0.00,0.00,0.014,0.009,-0.00,0.00,-0.00,0.00,0.01,0.04,0.72,0.59,0.01
ConT:6.15,-0.00,0.00,0.014,0.009,-0.00,-0.00,-0.00,0.00,0.01,0.04,0.73,0.58,0.02
ConT:6.16,-0.00,0.00,0.014,0.009,-0.00,0.00,-0.00,-0.00,0.01,0.04,0.72,0.58,0.02
ConT:6.17,-0.00,0.00,0.014,0.009,-0.00,0.00,-0.00,-0.00,0.01,0.04,0.71,0.59,0.02
ConT:6.18,-0.00,0.00,0.014,0.009,-0.00,-0.00,-0.00,0.00,0.01,0.04,0.73,0.59,0.02
ConT:6.19,-0.00,0.00,0.014,0.009,-0.00,-0.00,-0.00,-0.00,0.01,0.04,0.71,0.61,0.02
ConT:6.20,-0.00,0.00,0.014,0.009,-0.00,-0.00,-0.00,0.00,0.01,0.03,0.72,0.60,0.02
ConT:6.21,-0.00,0.00,0.014,0.009,-0.00,-0.00,-0.00,0.00,0.01,0.03,0.71,0.63,0.01
ConT:6.22,-0.00,0.00,0.014,0.010,0.00,-0.00,-0.00,-0.00,0.01,0.02,0.70,0.64,0.01
ConT:6.23,-0.00,0.00,0.014,0.010,0.00,-0.00,0.00,-0.00,0.01,0.02,0.70,0.60,0.01
ConT:6.24,-0.00,0.00,0.014,0.010,0.00,-0.00,0.00,-0.00,0.01,0.01,0.69,0.61,0.01
ConT:6.25,-0.00,0.00,0.014,0.010,0.00,-0.00,0.00,-0.00,0.01,0.01,0.65,0.63,0.01
ConT:6.26,-0.00,0.00,0.014,0.010,0.00,-0.00,0.00,-0.01,0.01,0.01,0.62,0.63,0.01
ConT:6.27,-0.00,0.00,0.014,0.010,0.00,-0.00,0.00,-0.00,0.01,0.01,0.64,0.61,0.00
ConT:6.28,-0.00,0.00,0.014,0.010,0.00,-0.00,0.00,-0.00,0.01,0.00,0.64,0.65,0.00
ConT:6.29,-0.00,0.00,0.014,0.010,0.00,-0.00,-0.00,-0.01,0.01,0.00,0.59,0.64,0.00
ConT:6.30,-0.00,0.00,0.014,0.010,0.00,-0.00,0.00,-0.01,0.01,-0.00,0.60,0.59,0.00
ConT:6.31,-0.00,0.00,0.014,0.010,0.00,-0.00,0.00,-0.01,0.01,-0.00,0.56,0.63,0.00
ConT:6.32,-0.00,0.00,0.014,0.010,0.00,-0.00,0.00,-0.01,0.01,-0.00,0.52,0.60,-0.00
ConT:6.33,-0.00,0.00,0.013,0.010,0.00,-0.00,0.00,-0.01,0.01,-0.01,0.52,0.60,-0.00
ConT:6.34,-0.00,0.00,0.013,0.010,0.00,-0.00,-0.00,-0.01,0.01,-0.01,0.50,0.61,-0.00
ConT:6.35,-0.00,0.00,0.013,0.010,0.00,0.00,0.00,-0.01,0.01,-0.01,0.48,0.64,-0.00
ConT:6.36,-0.00,0.00,0.013,0.010,0.00,0.00,0.00,-0.01,0.01,-0.01,0.48,0.60,-0.01
ConT:6.37,-0.00,0.00,0.013,0.010,-0.00,0.00,0.00,-0.01,0.01,-0.02,0.47,0.63,-0.01
ConT:6.38,-0.00,0.00,0.013,0.011,-0.00,-0.00,-0.00,-0.01,0.01,-0.02,0.43,0.63,-0.01
ConT:6.39,-0.00,0.00,0.013,0.011,-0.00,0.00,-0.00,-0.01,0.01,-0.02,0.42,0.63,-0.01
ConT:6.40,-0.00,0.00,0.012,0.011,-0.00,0.00,-0.00,-0.01,0.01,-0.02,0.41,0.63,-0.01
ConT:6.41,-0.00,0.00,0.012,0.011,-0.00,-0.00,-0.00,-0.02,0.01,-0.02,0.36,0.63,-0.01
